iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0		0.001	-3555.051	-4.818	-3550.233	0.156	0.661	351.645	1.811
10		0.011	-3523.735	-5.591	-3518.144	0.254	0.776	347.806	1.705
20		0.021	-3503.404	-5.607	-3497.797	0.254	0.86	347.704	1.799
30		0.031	-3497.971	-6.421	-3491.55	0.316	0.897	348.378	1.784
40		0.041	-3495.411	-7.334	-3488.077	0.371	0.952	347.383	1.858
50		0.051	-3493.165	-8.416	-3484.748	0.425	0.984	346.449	1.823
60		0.061	-3484.154	-7.878	-3476.276	0.383	0.997	353.62	1.679
70		0.071	-3486.097	-6.392	-3479.705	0.307	0.94	346.72	1.608
80		0.081	-3470.899	-5.503	-3465.396	0.184	0.994	342.175	1.426
90		0.092	-3471.338	-5.599	-3465.74	0.202	0.989	341.627	1.403
100		0.102	-3471.338	-5.599	-3465.74	0.202	0.989	341.627	1.403
110		0.112	-3471.338	-5.599	-3465.74	0.202	0.989	341.627	1.403
120		0.122	-3469.612	-5.561	-3464.051	0.201	0.99	336.987	1.411
130		0.132	-3470.525	-5.52	-3465.005	0.198	0.987	339.239	1.411
140		0.142	-3470.525	-5.52	-3465.005	0.198	0.987	339.239	1.411
150		0.152	-3470.525	-5.52	-3465.005	0.198	0.987	339.239	1.411
160		0.162	-3470.525	-5.52	-3465.005	0.198	0.987	339.239	1.411
170		0.173	-3467.773	-5.978	-3461.795	0.242	0.991	331.249	1.36
180		0.183	-3465.56	-6.221	-3459.339	0.251	0.997	329.943	1.331
190		0.193	-3465.56	-6.221	-3459.339	0.251	0.997	329.943	1.331
200		0.203	-3465.954	-6.201	-3459.753	0.261	0.993	327.185	1.353
210		0.213	-3464.447	-6.124	-3458.323	0.241	0.998	325.633	1.347
220		0.223	-3465.259	-5.698	-3459.561	0.212	0.994	324.293	1.368
230		0.233	-3465.345	-5.59	-3459.755	0.21	0.986	321.608	1.366
240		0.244	-3465.367	-5.903	-3459.463	0.2	0.998	321.307	1.264
250		0.254	-3466.442	-6.497	-3459.946	0.29	0.994	325.616	1.39
260		0.264	-3464.321	-6.331	-3457.99	0.267	0.996	322.157	1.338
270		0.274	-3464.321	-6.331	-3457.99	0.267	0.996	322.157	1.338
280		0.284	-3464.663	-5.714	-3458.949	0.222	0.985	320.132	1.342
290		0.294	-3464.75	-6.066	-3458.683	0.255	0.994	320.707	1.387
300		0.304	-3464.75	-6.066	-3458.683	0.255	0.994	320.707	1.387
310		0.314	-3464.704	-5.997	-3458.707	0.249	0.995	316.003	1.392
320		0.324	-3461.984	-6.258	-3455.726	0.251	0.997	318.844	1.281
